Frequency (eV),Frequency (meV),vDOS Total,Frequency (eV),Frequency (meV),vDOS Crystalline,Frequency (eV),Frequency (meV),vDOS Amorphous
1.7882,1788.2,0.000072073,1.7882,1788.2,0.00007183,1.7882,1788.2,0.000072244
1.7884,1788.4,0.000081041,1.7884,1788.4,0.000080006,1.7884,1788.4,0.000081771
1.7887,1788.7,0.000072099,1.7887,1788.7,0.000071937,1.7887,1788.7,0.000072214
1.7889,1788.9,0.000081043,1.7889,1788.9,0.000079965,1.7889,1788.9,0.000081802
1.7891,1789.1,0.000072018,1.7891,1789.1,0.000071899,1.7891,1789.1,0.000072101
1.7894,1789.4,0.000080982,1.7894,1789.4,0.000079943,1.7894,1789.4,0.000081713
1.7896,1789.6,0.000072009,1.7896,1789.6,0.000071824,1.7896,1789.6,0.00007214
1.7898,1789.8,0.000080937,1.7898,1789.8,0.00007985,1.7898,1789.8,0.000081703
1.7901,1790.1,0.000071992,1.7901,1790.1,0.000071778,1.7901,1790.1,0.000072144
1.7903,1790.3,0.000080894,1.7903,1790.3,0.000079767,1.7903,1790.3,0.000081687
1.7905,1790.5,0.000071934,1.7905,1790.5,0.000071763,1.7905,1790.5,0.000072055
1.7908,1790.8,0.000080836,1.7908,1790.8,0.000079794,1.7908,1790.8,0.000081571
1.791,1791,0.000071884,1.791,1791,0.000071655,1.791,1791,0.000072046
1.7913,1791.3,0.000080819,1.7913,1791.3,0.000079808,1.7913,1791.3,0.000081531
1.7915,1791.5,0.000071792,1.7915,1791.5,0.000071593,1.7915,1791.5,0.000071932
1.7917,1791.7,0.000080806,1.7917,1791.7,0.000079761,1.7917,1791.7,0.000081543
1.792,1792,0.000071881,1.792,1792,0.000071735,1.792,1792,0.000071984
1.7922,1792.2,0.000080727,1.7922,1792.2,0.000079704,1.7922,1792.2,0.000081448
1.7924,1792.4,0.00007172,1.7924,1792.4,0.000071486,1.7924,1792.4,0.000071885
1.7927,1792.7,0.000080638,1.7927,1792.7,0.00007962,1.7927,1792.7,0.000081355
1.7929,1792.9,0.000071745,1.7929,1792.9,0.000071636,1.7929,1792.9,0.000071821
1.7931,1793.1,0.000080638,1.7931,1793.1,0.00007957,1.7931,1793.1,0.00008139
1.7934,1793.4,0.000071644,1.7934,1793.4,0.000071487,1.7934,1793.4,0.000071755
1.7936,1793.6,0.000080591,1.7936,1793.6,0.000079555,1.7936,1793.6,0.000081322
1.7939,1793.9,0.000071677,1.7939,1793.9,0.000071473,1.7939,1793.9,0.00007182
1.7941,1794.1,0.000080588,1.7941,1794.1,0.000079581,1.7941,1794.1,0.000081297
1.7943,1794.3,0.000071672,1.7943,1794.3,0.000071497,1.7943,1794.3,0.000071795
1.7946,1794.6,0.000080539,1.7946,1794.6,0.000079468,1.7946,1794.6,0.000081294
1.7948,1794.8,0.00007159,1.7948,1794.8,0.000071426,1.7948,1794.8,0.000071705
1.795,1795,0.000080501,1.795,1795,0.00007945,1.795,1795,0.000081242
1.7953,1795.3,0.000071625,1.7953,1795.3,0.000071479,1.7953,1795.3,0.000071728
1.7955,1795.5,0.00008047,1.7955,1795.5,0.000079486,1.7955,1795.5,0.000081163
1.7957,1795.7,0.000071543,1.7957,1795.7,0.000071358,1.7957,1795.7,0.000071673
1.796,1796,0.000080401,1.796,1796,0.000079399,1.796,1796,0.000081108
1.7962,1796.2,0.000071527,1.7962,1796.2,0.000071423,1.7962,1796.2,0.000071599
1.7965,1796.5,0.00008039,1.7965,1796.5,0.000079318,1.7965,1796.5,0.000081145
1.7967,1796.7,0.000071525,1.7967,1796.7,0.000071334,1.7967,1796.7,0.000071659
1.7969,1796.9,0.000080354,1.7969,1796.9,0.000079291,1.7969,1796.9,0.000081103
1.7972,1797.2,0.000071432,1.7972,1797.2,0.000071306,1.7972,1797.2,0.000071521
1.7974,1797.4,0.000080318,1.7974,1797.4,0.000079237,1.7974,1797.4,0.00008108
1.7976,1797.6,0.000071344,1.7976,1797.6,0.000071255,1.7976,1797.6,0.000071407
1.7979,1797.9,0.000080234,1.7979,1797.9,0.000079142,1.7979,1797.9,0.000081002
1.7981,1798.1,0.000071376,1.7981,1798.1,0.000071225,1.7981,1798.1,0.000071483
1.7983,1798.3,0.000080259,1.7983,1798.3,0.000079159,1.7983,1798.3,0.000081033
1.7986,1798.6,0.000071376,1.7986,1798.6,0.000071272,1.7986,1798.6,0.000071449
1.7988,1798.8,0.000080212,1.7988,1798.8,0.000079155,1.7988,1798.8,0.000080956
1.7991,1799.1,0.000071275,1.7991,1799.1,0.0000711,1.7991,1799.1,0.000071397
1.7993,1799.3,0.000080151,1.7993,1799.3,0.000079081,1.7993,1799.3,0.000080906
1.7995,1799.5,0.000071279,1.7995,1799.5,0.000071139,1.7995,1799.5,0.000071377
1.7998,1799.8,0.00008013,1.7998,1799.8,0.000079101,1.7998,1799.8,0.000080855
1.8,1800,0.000071271,1.8,1800,0.000071055,1.8,1800,0.000071423
1.8002,1800.2,0.000080073,1.8002,1800.2,0.000079045,1.8002,1800.2,0.000080797
1.8005,1800.5,0.000071209,1.8005,1800.5,0.000071024,1.8005,1800.5,0.00007134
1.8007,1800.7,0.000080059,1.8007,1800.7,0.000079046,1.8007,1800.7,0.000080773
1.8009,1800.9,0.000071142,1.8009,1800.9,0.000071018,1.8009,1800.9,0.00007123
1.8012,1801.2,0.000080011,1.8012,1801.2,0.000078986,1.8012,1801.2,0.000080733
1.8014,1801.4,0.000071163,1.8014,1801.4,0.000071051,1.8014,1801.4,0.000071242
1.8017,1801.7,0.000080005,1.8017,1801.7,0.000079029,1.8017,1801.7,0.000080693
1.8019,1801.9,0.000071065,1.8019,1801.9,0.000070875,1.8019,1801.9,0.000071198
1.8021,1802.1,0.000079967,1.8021,1802.1,0.00007892,1.8021,1802.1,0.000080705
1.8024,1802.4,0.000071139,1.8024,1802.4,0.000070963,1.8024,1802.4,0.000071262
1.8026,1802.6,0.000079886,1.8026,1802.6,0.000078798,1.8026,1802.6,0.000080653
1.8028,1802.8,0.000071058,1.8028,1802.8,0.000070905,1.8028,1802.8,0.000071166
1.8031,1803.1,0.00007982,1.8031,1803.1,0.000078737,1.8031,1803.1,0.000080583
1.8033,1803.3,0.000070989,1.8033,1803.3,0.000070903,1.8033,1803.3,0.00007105
1.8035,1803.5,0.000079841,1.8035,1803.5,0.000078844,1.8035,1803.5,0.000080544
1.8038,1803.8,0.000070981,1.8038,1803.8,0.000070851,1.8038,1803.8,0.000071072
1.804,1804,0.000079795,1.804,1804,0.000078745,1.804,1804,0.000080534
1.8043,1804.3,0.000070945,1.8043,1804.3,0.000070767,1.8043,1804.3,0.000071071
1.8045,1804.5,0.000079749,1.8045,1804.5,0.000078628,1.8045,1804.5,0.000080539
1.8047,1804.7,0.000070973,1.8047,1804.7,0.000070873,1.8047,1804.7,0.000071043
1.805,1805,0.000079709,1.805,1805,0.00007868,1.805,1805,0.000080434
1.8052,1805.2,0.000070876,1.8052,1805.2,0.000070669,1.8052,1805.2,0.000071021
1.8054,1805.4,0.000079667,1.8054,1805.4,0.000078628,1.8054,1805.4,0.000080399
1.8057,1805.7,0.000070846,1.8057,1805.7,0.000070698,1.8057,1805.7,0.000070951
1.8059,1805.9,0.000079569,1.8059,1805.9,0.000078533,1.8059,1805.9,0.000080299
1.8061,1806.1,0.000070828,1.8061,1806.1,0.000070626,1.8061,1806.1,0.00007097
1.8064,1806.4,0.000079629,1.8064,1806.4,0.000078619,1.8064,1806.4,0.00008034
1.8066,1806.6,0.000070728,1.8066,1806.6,0.000070567,1.8066,1806.6,0.000070842
1.8068,1806.8,0.000079583,1.8068,1806.8,0.000078516,1.8068,1806.8,0.000080335
1.8071,1807.1,0.000070735,1.8071,1807.1,0.000070549,1.8071,1807.1,0.000070867
1.8073,1807.3,0.000079525,1.8073,1807.3,0.000078484,1.8073,1807.3,0.000080258
1.8076,1807.6,0.000070773,1.8076,1807.6,0.000070601,1.8076,1807.6,0.000070894
1.8078,1807.8,0.000079487,1.8078,1807.8,0.000078454,1.8078,1807.8,0.000080214
1.808,1808,0.000070713,1.808,1808,0.000070544,1.808,1808,0.000070831
1.8083,1808.3,0.000079422,1.8083,1808.3,0.000078368,1.8083,1808.3,0.000080165
1.8085,1808.5,0.000070676,1.8085,1808.5,0.000070445,1.8085,1808.5,0.000070839
1.8087,1808.7,0.000079396,1.8087,1808.7,0.000078297,1.8087,1808.7,0.00008017
1.809,1809,0.000070643,1.809,1809,0.000070521,1.809,1809,0.00007073
1.8092,1809.2,0.000079358,1.8092,1809.2,0.000078317,1.8092,1809.2,0.000080091
1.8094,1809.4,0.0000706,1.8094,1809.4,0.000070402,1.8094,1809.4,0.000070739
1.8097,1809.7,0.000079326,1.8097,1809.7,0.000078274,1.8097,1809.7,0.000080067
1.8099,1809.9,0.000070637,1.8099,1809.9,0.000070491,1.8099,1809.9,0.00007074
1.8102,1810.2,0.000079306,1.8102,1810.2,0.000078238,1.8102,1810.2,0.000080059
1.8104,1810.4,0.000070533,1.8104,1810.4,0.000070352,1.8104,1810.4,0.00007066
1.8106,1810.6,0.000079233,1.8106,1810.6,0.000078144,1.8106,1810.6,0.00008
1.8109,1810.9,0.000070547,1.8109,1810.9,0.000070338,1.8109,1810.9,0.000070694
1.8111,1811.1,0.000079217,1.8111,1811.1,0.000078193,1.8111,1811.1,0.000079939
1.8113,1811.3,0.00007047,1.8113,1811.3,0.000070294,1.8113,1811.3,0.000070595
1.8116,1811.6,0.000079159,1.8116,1811.6,0.00007819,1.8116,1811.6,0.000079841
1.8118,1811.8,0.000070472,1.8118,1811.8,0.000070253,1.8118,1811.8,0.000070626
1.812,1812,0.000079144,1.812,1812,0.000078046,1.812,1812,0.000079918
1.8123,1812.3,0.000070389,1.8123,1812.3,0.000070281,1.8123,1812.3,0.000070466
1.8125,1812.5,0.000079105,1.8125,1812.5,0.000078106,1.8125,1812.5,0.000079809
1.8128,1812.8,0.000070417,1.8128,1812.8,0.0000702,1.8128,1812.8,0.00007057
1.813,1813,0.000079054,1.813,1813,0.000078035,1.813,1813,0.000079772
1.8132,1813.2,0.000070307,1.8132,1813.2,0.000070184,1.8132,1813.2,0.000070394
1.8135,1813.5,0.00007904,1.8135,1813.5,0.000078033,1.8135,1813.5,0.00007975
1.8137,1813.7,0.000070304,1.8137,1813.7,0.000070121,1.8137,1813.7,0.000070432
1.8139,1813.9,0.000078982,1.8139,1813.9,0.00007788,1.8139,1813.9,0.000079758
1.8142,1814.2,0.000070281,1.8142,1814.2,0.000070081,1.8142,1814.2,0.000070422
1.8144,1814.4,0.000078938,1.8144,1814.4,0.000077911,1.8144,1814.4,0.000079661
1.8146,1814.6,0.000070234,1.8146,1814.6,0.000070099,1.8146,1814.6,0.000070329
1.8149,1814.9,0.000078922,1.8149,1814.9,0.000077906,1.8149,1814.9,0.000079638
1.8151,1815.1,0.000070238,1.8151,1815.1,0.000070049,1.8151,1815.1,0.000070372
1.8154,1815.4,0.000078897,1.8154,1815.4,0.000077841,1.8154,1815.4,0.000079642
1.8156,1815.6,0.000070191,1.8156,1815.6,0.000069989,1.8156,1815.6,0.000070333
1.8158,1815.8,0.000078848,1.8158,1815.8,0.00007787,1.8158,1815.8,0.000079537
1.8161,1816.1,0.000070154,1.8161,1816.1,0.000069936,1.8161,1816.1,0.000070308
1.8163,1816.3,0.000078842,1.8163,1816.3,0.000077803,1.8163,1816.3,0.000079574
1.8165,1816.5,0.000070093,1.8165,1816.5,0.000069969,1.8165,1816.5,0.000070181
1.8168,1816.8,0.000078755,1.8168,1816.8,0.000077748,1.8168,1816.8,0.000079464
1.817,1817,0.000070119,1.817,1817,0.000069864,1.817,1817,0.000070299
1.8172,1817.2,0.00007874,1.8172,1817.2,0.000077671,1.8172,1817.2,0.000079493
1.8175,1817.5,0.000070092,1.8175,1817.5,0.000069931,1.8175,1817.5,0.000070206
1.8177,1817.7,0.000078702,1.8177,1817.7,0.000077665,1.8177,1817.7,0.000079434
1.818,1818,0.00007005,1.818,1818,0.000069873,1.818,1818,0.000070174
1.8182,1818.2,0.000078701,1.8182,1818.2,0.000077658,1.8182,1818.2,0.000079436
1.8184,1818.4,0.000069987,1.8184,1818.4,0.000069759,1.8184,1818.4,0.000070147
1.8187,1818.7,0.000078597,1.8187,1818.7,0.000077574,1.8187,1818.7,0.000079318
1.8189,1818.9,0.000070004,1.8189,1818.9,0.000069825,1.8189,1818.9,0.00007013
1.8191,1819.1,0.00007861,1.8191,1819.1,0.000077553,1.8191,1819.1,0.000079355
1.8194,1819.4,0.00006996,1.8194,1819.4,0.00006979,1.8194,1819.4,0.00007008
1.8196,1819.6,0.000078577,1.8196,1819.6,0.000077552,1.8196,1819.6,0.000079299
1.8198,1819.8,0.000069889,1.8198,1819.8,0.000069729,1.8198,1819.8,0.000070002
1.8201,1820.1,0.000078472,1.8201,1820.1,0.000077461,1.8201,1820.1,0.000079184
1.8203,1820.3,0.000069865,1.8203,1820.3,0.000069737,1.8203,1820.3,0.000069955
1.8206,1820.6,0.00007847,1.8206,1820.6,0.000077467,1.8206,1820.6,0.000079177
1.8208,1820.8,0.000069809,1.8208,1820.8,0.000069657,1.8208,1820.8,0.000069917
1.821,1821,0.00007845,1.821,1821,0.000077525,1.821,1821,0.000079101
1.8213,1821.3,0.000069807,1.8213,1821.3,0.000069624,1.8213,1821.3,0.000069936
1.8215,1821.5,0.000078394,1.8215,1821.5,0.000077377,1.8215,1821.5,0.00007911
1.8217,1821.7,0.000069795,1.8217,1821.7,0.000069634,1.8217,1821.7,0.000069909
1.822,1822,0.000078303,1.822,1822,0.000077264,1.822,1822,0.000079035
1.8222,1822.2,0.000069777,1.8222,1822.2,0.000069629,1.8222,1822.2,0.000069881
1.8224,1822.4,0.000078295,1.8224,1822.4,0.000077193,1.8224,1822.4,0.000079071
1.8227,1822.7,0.000069691,1.8227,1822.7,0.000069564,1.8227,1822.7,0.00006978
1.8229,1822.9,0.000078297,1.8229,1822.9,0.000077383,1.8229,1822.9,0.000078942
1.8232,1823.2,0.000069675,1.8232,1823.2,0.000069431,1.8232,1823.2,0.000069847
1.8234,1823.4,0.0000783,1.8234,1823.4,0.000077291,1.8234,1823.4,0.000079011
1.8236,1823.6,0.000069613,1.8236,1823.6,0.000069442,1.8236,1823.6,0.000069733
1.8239,1823.9,0.000078195,1.8239,1823.9,0.00007718,1.8239,1823.9,0.00007891
1.8241,1824.1,0.000069563,1.8241,1824.1,0.000069368,1.8241,1824.1,0.000069701
1.8243,1824.3,0.000078179,1.8243,1824.3,0.000077116,1.8243,1824.3,0.000078928
1.8246,1824.6,0.000069598,1.8246,1824.6,0.000069473,1.8246,1824.6,0.000069687
1.8248,1824.8,0.000078147,1.8248,1824.8,0.000077062,1.8248,1824.8,0.000078912
1.825,1825,0.000069579,1.825,1825,0.000069447,1.825,1825,0.000069672
1.8253,1825.3,0.000078157,1.8253,1825.3,0.000077131,1.8253,1825.3,0.000078879
1.8255,1825.5,0.000069518,1.8255,1825.5,0.000069381,1.8255,1825.5,0.000069615
1.8258,1825.8,0.000078067,1.8258,1825.8,0.00007707,1.8258,1825.8,0.000078769
1.826,1826,0.000069492,1.826,1826,0.000069276,1.826,1826,0.000069644
1.8262,1826.2,0.000078058,1.8262,1826.2,0.000077026,1.8262,1826.2,0.000078785
1.8265,1826.5,0.000069516,1.8265,1826.5,0.000069338,1.8265,1826.5,0.000069642
1.8267,1826.7,0.000078049,1.8267,1826.7,0.000077018,1.8267,1826.7,0.000078776
1.8269,1826.9,0.000069405,1.8269,1826.9,0.000069295,1.8269,1826.9,0.000069482
1.8272,1827.2,0.000077925,1.8272,1827.2,0.000076958,1.8272,1827.2,0.000078607
1.8274,1827.4,0.000069369,1.8274,1827.4,0.00006921,1.8274,1827.4,0.000069481
1.8276,1827.6,0.000078021,1.8276,1827.6,0.000077042,1.8276,1827.6,0.000078711
1.8279,1827.9,0.000069329,1.8279,1827.9,0.000069183,1.8279,1827.9,0.000069432
1.8281,1828.1,0.000077874,1.8281,1828.1,0.000076878,1.8281,1828.1,0.000078575
1.8284,1828.4,0.000069294,1.8284,1828.4,0.000069154,1.8284,1828.4,0.000069392
1.8286,1828.6,0.000077925,1.8286,1828.6,0.000076914,1.8286,1828.6,0.000078638
1.8288,1828.8,0.000069307,1.8288,1828.8,0.000069174,1.8288,1828.8,0.0000694
1.8291,1829.1,0.000077821,1.8291,1829.1,0.000076777,1.8291,1829.1,0.000078557
1.8293,1829.3,0.000069313,1.8293,1829.3,0.000069162,1.8293,1829.3,0.00006942
1.8295,1829.5,0.000077773,1.8295,1829.5,0.000076738,1.8295,1829.5,0.000078502
1.8298,1829.8,0.000069237,1.8298,1829.8,0.000069127,1.8298,1829.8,0.000069314
1.83,1830,0.00007775,1.83,1830,0.000076744,1.83,1830,0.000078459
1.8302,1830.2,0.000069174,1.8302,1830.2,0.000069027,1.8302,1830.2,0.000069277
1.8305,1830.5,0.000077697,1.8305,1830.5,0.000076727,1.8305,1830.5,0.000078381
1.8307,1830.7,0.000069224,1.8307,1830.7,0.000069027,1.8307,1830.7,0.000069362
1.831,1831,0.000077674,1.831,1831,0.000076634,1.831,1831,0.000078407
1.8312,1831.2,0.000069152,1.8312,1831.2,0.000069057,1.8312,1831.2,0.00006922
1.8314,1831.4,0.000077578,1.8314,1831.4,0.000076569,1.8314,1831.4,0.00007829
1.8317,1831.7,0.000069066,1.8317,1831.7,0.000068911,1.8317,1831.7,0.000069175
1.8319,1831.9,0.000077644,1.8319,1831.9,0.000076601,1.8319,1831.9,0.000078379
1.8321,1832.1,0.000069103,1.8321,1832.1,0.00006893,1.8321,1832.1,0.000069225
1.8324,1832.4,0.000077548,1.8324,1832.4,0.000076548,1.8324,1832.4,0.000078253
1.8326,1832.6,0.000069023,1.8326,1832.6,0.000068839,1.8326,1832.6,0.000069153
1.8328,1832.8,0.00007758,1.8328,1832.8,0.000076562,1.8328,1832.8,0.000078297
1.8331,1833.1,0.000068999,1.8331,1833.1,0.000068792,1.8331,1833.1,0.000069145
1.8333,1833.3,0.000077552,1.8333,1833.3,0.000076551,1.8333,1833.3,0.000078257
1.8336,1833.6,0.000069012,1.8336,1833.6,0.000068821,1.8336,1833.6,0.000069145
1.8338,1833.8,0.000077498,1.8338,1833.8,0.000076456,1.8338,1833.8,0.000078231
1.834,1834,0.00006894,1.834,1834,0.000068764,1.834,1834,0.000069064
1.8343,1834.3,0.000077437,1.8343,1834.3,0.000076403,1.8343,1834.3,0.000078165
1.8345,1834.5,0.00006888,1.8345,1834.5,0.000068726,1.8345,1834.5,0.000068989
1.8347,1834.7,0.00007744,1.8347,1834.7,0.000076462,1.8347,1834.7,0.000078129
1.835,1835,0.000068867,1.835,1835,0.000068729,1.835,1835,0.000068964
1.8352,1835.2,0.00007735,1.8352,1835.2,0.000076344,1.8352,1835.2,0.000078059
1.8354,1835.4,0.000068912,1.8354,1835.4,0.000068761,1.8354,1835.4,0.000069019
1.8357,1835.7,0.000077284,1.8357,1835.7,0.00007629,1.8357,1835.7,0.000077985
1.8359,1835.9,0.000068813,1.8359,1835.9,0.00006869,1.8359,1835.9,0.0000689
1.8362,1836.2,0.000077263,1.8362,1836.2,0.000076213,1.8362,1836.2,0.000078003
1.8364,1836.4,0.000068818,1.8364,1836.4,0.000068671,1.8364,1836.4,0.000068921
1.8366,1836.6,0.000077199,1.8366,1836.6,0.000076177,1.8366,1836.6,0.000077918
1.8369,1836.9,0.000068756,1.8369,1836.9,0.000068635,1.8369,1836.9,0.000068841
1.8371,1837.1,0.000077252,1.8371,1837.1,0.000076259,1.8371,1837.1,0.000077951
1.8373,1837.3,0.000068744,1.8373,1837.3,0.000068565,1.8373,1837.3,0.00006887
1.8376,1837.6,0.000077172,1.8376,1837.6,0.000076212,1.8376,1837.6,0.000077849
1.8378,1837.8,0.000068672,1.8378,1837.8,0.00006855,1.8378,1837.8,0.000068758
1.838,1838,0.0000772,1.838,1838,0.000076227,1.838,1838,0.000077886
1.8383,1838.3,0.000068707,1.8383,1838.3,0.000068537,1.8383,1838.3,0.000068826
1.8385,1838.5,0.000077086,1.8385,1838.5,0.00007614,1.8385,1838.5,0.000077752
1.8388,1838.8,0.000068667,1.8388,1838.8,0.00006845,1.8388,1838.8,0.000068819
1.839,1839,0.000077078,1.839,1839,0.000076102,1.839,1839,0.000077766
1.8392,1839.2,0.000068593,1.8392,1839.2,0.000068432,1.8392,1839.2,0.000068707
1.8395,1839.5,0.000077029,1.8395,1839.5,0.000076011,1.8395,1839.5,0.000077747
1.8397,1839.7,0.000068613,1.8397,1839.7,0.000068453,1.8397,1839.7,0.000068726
1.8399,1839.9,0.000077014,1.8399,1839.9,0.000075998,1.8399,1839.9,0.00007773
1.8402,1840.2,0.000068557,1.8402,1840.2,0.000068353,1.8402,1840.2,0.000068702
1.8404,1840.4,0.0000769,1.8404,1840.4,0.000075896,1.8404,1840.4,0.000077608
1.8406,1840.6,0.000068513,1.8406,1840.6,0.000068306,1.8406,1840.6,0.000068659
1.8409,1840.9,0.000076862,1.8409,1840.9,0.000075892,1.8409,1840.9,0.000077546
1.8411,1841.1,0.000068486,1.8411,1841.1,0.000068291,1.8411,1841.1,0.000068623
1.8414,1841.4,0.000076916,1.8414,1841.4,0.000075895,1.8414,1841.4,0.000077635
1.8416,1841.6,0.000068515,1.8416,1841.6,0.000068321,1.8416,1841.6,0.000068651
1.8418,1841.8,0.000076852,1.8418,1841.8,0.000075856,1.8418,1841.8,0.000077553
1.8421,1842.1,0.000068462,1.8421,1842.1,0.000068237,1.8421,1842.1,0.000068621
1.8423,1842.3,0.000076872,1.8423,1842.3,0.000075895,1.8423,1842.3,0.00007756
1.8425,1842.5,0.000068408,1.8425,1842.5,0.000068251,1.8425,1842.5,0.000068518
1.8428,1842.8,0.000076768,1.8428,1842.8,0.000075778,1.8428,1842.8,0.000077466
1.843,1843,0.000068408,1.843,1843,0.000068192,1.843,1843,0.000068561
1.8432,1843.2,0.000076777,1.8432,1843.2,0.000075735,1.8432,1843.2,0.000077511
1.8435,1843.5,0.000068372,1.8435,1843.5,0.000068215,1.8435,1843.5,0.000068483
1.8437,1843.7,0.000076727,1.8437,1843.7,0.000075644,1.8437,1843.7,0.000077489
1.844,1844,0.000068333,1.844,1844,0.000068096,1.844,1844,0.000068501
1.8442,1844.2,0.0000767,1.8442,1844.2,0.000075642,1.8442,1844.2,0.000077445
1.8444,1844.4,0.000068366,1.8444,1844.4,0.000068183,1.8444,1844.4,0.000068496
1.8447,1844.7,0.000076632,1.8447,1844.7,0.000075629,1.8447,1844.7,0.000077338
1.8449,1844.9,0.000068306,1.8449,1844.9,0.000068156,1.8449,1844.9,0.000068411
1.8451,1845.1,0.000076622,1.8451,1845.1,0.00007557,1.8451,1845.1,0.000077363
1.8454,1845.4,0.000068246,1.8454,1845.4,0.000068064,1.8454,1845.4,0.000068374
1.8456,1845.6,0.000076612,1.8456,1845.6,0.000075634,1.8456,1845.6,0.000077301
1.8458,1845.8,0.000068288,1.8458,1845.8,0.000068151,1.8458,1845.8,0.000068384
1.8461,1846.1,0.00007655,1.8461,1846.1,0.00007554,1.8461,1846.1,0.000077261
1.8463,1846.3,0.00006818,1.8463,1846.3,0.00006801,1.8463,1846.3,0.000068299
1.8466,1846.6,0.000076519,1.8466,1846.6,0.000075566,1.8466,1846.6,0.000077191
1.8468,1846.8,0.000068188,1.8468,1846.8,0.000067994,1.8468,1846.8,0.000068324
1.847,1847,0.000076502,1.847,1847,0.000075531,1.847,1847,0.000077186
1.8473,1847.3,0.000068095,1.8473,1847.3,0.000067905,1.8473,1847.3,0.000068229
1.8475,1847.5,0.000076418,1.8475,1847.5,0.000075448,1.8475,1847.5,0.000077101
1.8477,1847.7,0.000068123,1.8477,1847.7,0.00006793,1.8477,1847.7,0.000068259
1.848,1848,0.000076425,1.848,1848,0.000075457,1.848,1848,0.000077107
1.8482,1848.2,0.000068058,1.8482,1848.2,0.000067832,1.8482,1848.2,0.000068217
1.8484,1848.4,0.000076374,1.8484,1848.4,0.000075411,1.8484,1848.4,0.000077052
1.8487,1848.7,0.000068041,1.8487,1848.7,0.000067802,1.8487,1848.7,0.000068209
1.8489,1848.9,0.000076357,1.8489,1848.9,0.000075356,1.8489,1848.9,0.000077062
1.8492,1849.2,0.000068011,1.8492,1849.2,0.000067832,1.8492,1849.2,0.000068136
1.8494,1849.4,0.000076243,1.8494,1849.4,0.00007525,1.8494,1849.4,0.000076943
1.8496,1849.6,0.000067995,1.8496,1849.6,0.000067812,1.8496,1849.6,0.000068124
1.8499,1849.9,0.000076282,1.8499,1849.9,0.000075227,1.8499,1849.9,0.000077026
1.8501,1850.1,0.000067963,1.8501,1850.1,0.000067795,1.8501,1850.1,0.000068081
1.8503,1850.3,0.000076176,1.8503,1850.3,0.000075133,1.8503,1850.3,0.000076912
1.8506,1850.6,0.000067948,1.8506,1850.6,0.000067774,1.8506,1850.6,0.000068071
1.8508,1850.8,0.000076157,1.8508,1850.8,0.000075188,1.8508,1850.8,0.00007684
1.851,1851,0.000067885,1.851,1851,0.000067753,1.851,1851,0.000067978
1.8513,1851.3,0.000076156,1.8513,1851.3,0.000075211,1.8513,1851.3,0.000076822
1.8515,1851.5,0.000067857,1.8515,1851.5,0.000067708,1.8515,1851.5,0.000067962
1.8518,1851.8,0.000076119,1.8518,1851.8,0.000075164,1.8518,1851.8,0.000076792
1.852,1852,0.000067851,1.852,1852,0.000067687,1.852,1852,0.000067966
1.8522,1852.2,0.000076119,1.8522,1852.2,0.000075116,1.8522,1852.2,0.000076826
1.8525,1852.5,0.0000678,1.8525,1852.5,0.000067683,1.8525,1852.5,0.000067882
1.8527,1852.7,0.000076019,1.8527,1852.7,0.000075087,1.8527,1852.7,0.000076675
1.8529,1852.9,0.000067684,1.8529,1852.9,0.000067463,1.8529,1852.9,0.00006784
1.8532,1853.2,0.000076011,1.8532,1853.2,0.00007505,1.8532,1853.2,0.000076689
1.8534,1853.4,0.000067757,1.8534,1853.4,0.000067621,1.8534,1853.4,0.000067854
1.8536,1853.6,0.000075946,1.8536,1853.6,0.00007501,1.8536,1853.6,0.000076604
1.8539,1853.9,0.000067717,1.8539,1853.9,0.000067559,1.8539,1853.9,0.000067828
1.8541,1854.1,0.000075941,1.8541,1854.1,0.000074944,1.8541,1854.1,0.000076645
1.8544,1854.4,0.000067667,1.8544,1854.4,0.000067508,1.8544,1854.4,0.000067779
1.8546,1854.6,0.00007594,1.8546,1854.6,0.000074932,1.8546,1854.6,0.000076651
1.8548,1854.8,0.0000676,1.8548,1854.8,0.000067435,1.8548,1854.8,0.000067716
1.8551,1855.1,0.000075883,1.8551,1855.1,0.000074886,1.8551,1855.1,0.000076586
1.8553,1855.3,0.000067602,1.8553,1855.3,0.000067451,1.8553,1855.3,0.000067709
1.8555,1855.5,0.000075831,1.8555,1855.5,0.000074865,1.8555,1855.5,0.000076511
1.8558,1855.8,0.000067589,1.8558,1855.8,0.000067425,1.8558,1855.8,0.000067705
1.856,1856,0.000075805,1.856,1856,0.000074816,1.856,1856,0.000076502
1.8562,1856.2,0.000067531,1.8562,1856.2,0.000067339,1.8562,1856.2,0.000067667
1.8565,1856.5,0.000075789,1.8565,1856.5,0.000074873,1.8565,1856.5,0.000076435
1.8567,1856.7,0.000067574,1.8567,1856.7,0.000067417,1.8567,1856.7,0.000067685
1.857,1857,0.000075791,1.857,1857,0.000074874,1.857,1857,0.000076437
1.8572,1857.2,0.000067478,1.8572,1857.2,0.000067296,1.8572,1857.2,0.000067606
1.8574,1857.4,0.000075746,1.8574,1857.4,0.000074828,1.8574,1857.4,0.000076392
1.8577,1857.7,0.000067461,1.8577,1857.7,0.000067248,1.8577,1857.7,0.000067611
